X[s],Quattro sensor 1: EMG.A 1,X[s],Quattro sensor 1: EMG.B 1,X[s],Quattro sensor 1: EMG.C 1,X[s],Quattro sensor 1: EMG.D 1,X[s],Quattro sensor 1: Pitch 1,X[s],Quattro sensor 1: Roll 1,X[s],Quattro sensor 1: Yaw 1,X[s],Quattro sensor 2: EMG.A 2,X[s],Quattro sensor 2: EMG.B 2,X[s],Quattro sensor 2: EMG.C 2,X[s],Quattro sensor 2: EMG.D 2,X[s],Quattro sensor 2: Pitch 2,X[s],Quattro sensor 2: Roll 2,X[s],Quattro sensor 2: Yaw 2,X[s],Quattro sensor 3: EMG.A 3,X[s],Quattro sensor 3: EMG.B 3,X[s],Quattro sensor 3: EMG.C 3,X[s],Quattro sensor 3: EMG.D 3,X[s],Quattro sensor 3: Pitch 3,X[s],Quattro sensor 3: Roll 3,X[s],Quattro sensor 3: Yaw 3,X[s],Quattro sensor 4: EMG.A 4,X[s],Quattro sensor 4: EMG.B 4,X[s],Quattro sensor 4: EMG.C 4,X[s],Quattro sensor 4: EMG.D 4,X[s],Quattro sensor 4: Pitch 4,X[s],Quattro sensor 4: Roll 4,X[s],Quattro sensor 4: Yaw 4,Mean Yaw,Yaw SD,Mean Pitch ,Pitch SD,Mean Roll,Roll SD
2.187,0.000390654,2.187,0.000112313,2.187,4.75E-07,2.187,0.000420918,6.561,-18.46672,6.561,24.769,6.561,71.93344,2.187,0.000232335,2.187,0.00013864,2.187,0.000217756,2.187,0.000118158,6.561,-19.21608,6.561,22.72201,6.561,75.86355,2.187,2.88E-06,2.187,2.75E-06,2.187,0.000220576,2.187,0.000232077,6.561,-18.6616,6.561,17.89374,6.561,74.45411,2.187,0.000183433,2.187,5.05E-05,2.187,0.000593156,2.187,0.000338735,6.561,-17.29771,6.561,21.35517,6.561,72.13972,73.597705,1.894112047,-18.4105275,0.80694333,21.68498,2.890725742
2.1915,0.000390894,2.1915,0.000113609,2.1915,4.44E-07,2.1915,0.000420467,6.5745,-19.32189,6.5745,23.47698,6.5745,72.6997,2.1915,0.000233323,2.1915,0.000138653,2.1915,0.000219021,2.1915,0.000116944,6.5745,-20.02791,6.5745,21.45363,6.5745,76.66191,2.1915,2.88E-06,2.1915,2.75E-06,2.1915,0.000220779,2.1915,0.000230991,6.5745,-19.07672,6.5745,17.27403,6.5745,74.86188,2.1915,0.000181584,2.1915,5.04E-05,2.1915,0.000593491,2.1915,0.000339334,6.5745,-18.14366,6.5745,20.05776,6.5745,72.89967,74.28079,1.863217297,-19.142545,0.778489988,20.5656,2.6049354
2.196,0.000390706,2.196,0.000113038,2.196,4.44E-07,2.196,0.000420632,6.588,-19.72034,6.588,22.86807,6.588,73.11378,2.196,0.000233708,2.196,0.000137698,2.196,0.000218504,2.196,0.000115502,6.588,-20.80034,6.588,20.26983,6.588,77.52376,2.196,2.87E-06,2.196,2.74E-06,2.196,0.000221186,2.196,0.000230778,6.588,-19.87751,6.588,16.06277,6.588,75.71495,2.196,0.000182689,2.196,5.03E-05,2.196,0.00059315,2.196,0.000339411,6.588,-18.55037,6.588,19.43166,6.588,73.31599,74.91712,2.101329518,-19.73714,0.923544485,19.6580825,2.808071335
2.2005,0.000390772,2.2005,0.000113039,2.2005,4.44E-07,2.2005,0.000420345,6.6015,-20.49733,6.6015,21.75505,6.6015,73.94664,2.2005,0.000234027,2.2005,0.000137518,2.2005,0.000218442,2.2005,0.000115165,6.6015,-21.16829,6.6015,19.73896,6.6015,77.95819,2.2005,2.97E-06,2.2005,2.84E-06,2.2005,0.000220058,2.2005,0.000229864,6.6015,-20.27036,6.6015,15.52491,6.6015,76.15902,2.2005,0.000182245,2.2005,5.03E-05,2.2005,0.000592692,2.2005,0.000339038,6.6015,-19.36879,6.6015,18.29505,6.6015,74.14703,75.55272,1.889386404,-20.3261925,0.743449855,18.8284925,2.619917817
2.205,0.000390657,2.205,0.000113538,2.205,4.44E-07,2.205,0.000421449,6.615,-20.85804,6.615,21.2347,6.615,74.39222,2.205,0.000234424,2.205,0.000137373,2.205,0.000218245,2.205,0.000114916,6.615,-21.87696,6.615,18.73965,6.615,78.84461,2.205,2.99E-06,2.205,2.87E-06,2.205,0.000219564,2.205,0.00022982,6.615,-21.02021,6.615,14.51539,6.615,77.07087,2.205,0.000182719,2.205,5.03E-05,2.205,0.000592541,2.205,0.000339679,6.615,-20.17745,6.615,17.27793,6.615,75.00073,76.3271075,2.032573771,-20.983165,0.69882634,17.9419175,2.808366301
2.2095,0.000390823,2.2095,0.000113229,2.2095,4.44E-07,2.2095,0.000422088,6.6285,-21.60244,6.6285,20.35218,6.6285,75.25983,2.2095,0.000234602,2.2095,0.000137334,2.2095,0.000218487,2.2095,0.000115072,6.6285,-22.22391,6.6285,18.30444,6.6285,79.29758,2.2095,3.07E-06,2.2095,2.94E-06,2.2095,0.000219031,2.2095,0.000229903,6.6285,-21.37842,6.6285,14.06966,6.6285,77.51378,2.2095,0.000181904,2.2095,5.03E-05,2.2095,0.000592263,2.2095,0.000339653,6.6285,-20.5435,6.6285,16.83184,6.6285,75.42756,76.8746875,1.913181472,-21.4370675,0.694831296,17.38953,2.642404857
2.214,0.000391512,2.214,0.000112904,2.214,4.75E-07,2.214,0.000422196,6.642,-21.96764,6.642,19.96614,6.642,75.68701,2.214,0.000234575,2.214,0.000136586,2.214,0.000219072,2.214,0.000116099,6.642,-22.87135,6.642,17.54956,6.642,80.2178,2.214,2.88E-06,2.214,2.82E-06,2.214,0.000218916,2.214,0.000229905,6.642,-22.04495,6.642,13.30167,6.642,78.41901,2.214,0.000181732,2.214,5.05E-05,2.214,0.00059252,2.214,0.000339694,6.642,-21.23908,6.642,16.05154,6.642,76.29523,77.6547625,2.071522306,-22.030755,0.667716073,16.7172275,2.79030361
2.2185,0.000390741,2.2185,0.000112901,2.2185,4.75E-07,2.2185,0.000422273,6.6555,-22.61345,6.6555,19.07184,6.6555,76.6509,2.2185,0.000234303,2.2185,0.000136346,2.2185,0.00021929,2.2185,0.000115278,6.6555,-23.18754,6.6555,17.11336,6.6555,80.71026,2.2185,2.87E-06,2.2185,2.82E-06,2.2185,0.000218544,2.2185,0.0002291,6.6555,-22.35147,6.6555,12.88545,6.6555,78.9212,2.2185,0.000181968,2.2185,5.03E-05,2.2185,0.000592629,2.2185,0.000339604,6.6555,-21.57102,6.6555,15.60901,6.6555,76.76586,78.262055,1.937575785,-22.43087,0.671200747,16.169915,2.60854889
2.223,0.000390494,2.223,0.000113077,2.223,4.44E-07,2.223,0.000421562,6.669,-22.88363,6.669,18.52564,6.669,77.20473,2.223,0.000234657,2.223,0.000135911,2.223,0.00021939,2.223,0.000113963,6.669,-23.70091,6.669,16.04442,6.669,81.83716,2.223,2.65E-06,2.223,2.65E-06,2.223,0.000216776,2.223,0.000230112,6.669,-22.90508,6.669,11.84774,6.669,80.03715,2.223,0.000180533,2.223,5.03E-05,2.223,0.000593451,2.223,0.000338503,6.669,-22.12465,6.669,14.5423,6.669,77.85423,79.2333175,2.116852383,-22.9035675,0.643652941,15.240025,2.795039352
2.2275,0.000390479,2.2275,0.000110947,2.2275,4.44E-07,2.2275,0.000421119,6.6825,-23.35917,6.6825,17.29673,6.6825,78.42501,2.2275,0.000235353,2.2275,0.0001356,2.2275,0.000219825,2.2275,0.000113629,6.6825,-23.936,6.6825,15.4265,6.6825,82.4611,2.2275,2.66E-06,2.2275,2.64E-06,2.2275,0.00021669,2.2275,0.000230346,6.6825,-23.14609,6.6825,11.25164,6.6825,80.65034,2.2275,0.000180373,2.2275,5.03E-05,2.2275,0.000593175,2.2275,0.000337983,6.6825,-22.37747,6.6825,13.94381,6.6825,78.46747,80.00098,1.941579528,-23.2046825,0.644568402,14.47967,2.55209964
2.232,0.000390888,2.232,0.000110632,2.232,4.44E-07,2.232,0.000420873,6.696,-23.56355,6.696,16.68481,6.696,79.06445,2.232,0.000236044,2.232,0.000135501,2.232,0.000219945,2.232,0.000113748,6.696,-24.34425,6.696,14.19897,6.696,83.73764,2.232,2.66E-06,2.232,2.65E-06,2.232,0.00021716,2.232,0.000230651,6.696,-23.58088,6.696,10.03873,6.696,81.92509,2.232,0.000179992,2.232,5.08E-05,2.232,0.000593826,2.232,0.000337292,6.696,-22.82366,6.696,12.71417,6.696,79.74471,81.1179725,2.130485158,-23.578085,0.620855583,13.40917,2.780676911
2.2365,0.000390935,2.2365,0.000110563,2.2365,4.44E-07,2.2365,0.000420433,6.7095,-23.88961,6.7095,15.45527,6.7095,80.42789,2.2365,0.000236372,2.2365,0.000134851,2.2365,0.000219442,2.2365,0.000112618,6.7095,-24.5086,6.7095,13.58789,6.7095,84.41222,2.2365,2.66E-06,2.2365,2.65E-06,2.2365,0.000217674,2.2365,0.000230453,6.7095,-23.93349,6.7095,8.839825,6.7095,83.25452,2.2365,0.000179682,2.2365,5.07E-05,2.2365,0.000593458,2.2365,0.000337275,6.7095,-23.02734,6.7095,12.10174,6.7095,80.39478,82.1223525,2.031502426,-23.83976,0.610639975,12.49618125,2.797174715
2.241,0.000391166,2.241,0.000110531,2.241,4.44E-07,2.241,0.000420516,6.723,-24.01292,6.723,14.87354,6.723,81.12712,2.241,0.000236266,2.241,0.000134859,2.241,0.000219693,2.241,0.000112753,6.723,-24.76781,6.723,12.43623,6.723,85.78325,2.241,2.69E-06,2.241,2.69E-06,2.241,0.000218533,2.241,0.000229848,6.723,-24.07165,6.723,8.263133,6.723,83.93948,2.241,0.000177893,2.241,5.09E-05,2.241,0.000593583,2.241,0.000336936,6.723,-23.35109,6.723,10.93099,6.723,81.72987,83.14493,2.134322228,-24.0508675,0.5789551,11.62597325,2.768567744
2.2455,0.000391034,2.2455,0.00010993,2.2455,4.44E-07,2.2455,0.000419882,6.7365,-24.19724,6.7365,13.63159,6.7365,82.61558,2.2455,0.000236531,2.2455,0.000134091,2.2455,0.000219753,2.2455,0.000113984,6.7365,-24.93022,6.7365,11.18073,6.7365,87.28837,2.2455,2.70E-06,2.2455,2.58E-06,2.2455,0.000219732,2.2455,0.000230073,6.7365,-24.24894,6.7365,7.012282,6.7365,85.39935,2.2455,0.000176597,2.2455,5.12E-05,2.2455,0.00059367,2.2455,0.000337163,6.7365,-23.55883,6.7365,9.654136,6.7365,83.18616,84.622365,2.144851136,-24.2338075,0.56040199,10.3696845,2.773805058
2.25,0.000390726,2.25,0.000109722,2.25,4.44E-07,2.25,0.000420271,6.75,-24.24919,6.75,12.28269,6.75,84.23615,2.25,0.000236367,2.25,0.000134002,2.25,0.000219165,2.25,0.000114272,6.75,-24.95851,6.75,10.51692,6.75,88.07687,2.25,2.71E-06,2.25,2.60E-06,2.25,0.000219892,2.25,0.000229206,6.75,-24.29979,6.75,6.341695,6.75,86.16216,2.25,0.000176692,2.25,5.11E-05,2.25,0.000593534,2.25,0.000338896,6.75,-23.61767,6.75,8.977147,6.75,83.95647,85.6079125,1.915892839,-24.28129,0.54784155,9.529613,2.518084453
2.2545,0.000389061,2.2545,0.000109095,2.2545,4.44E-07,2.2545,0.000419543,6.7635,-24.22044,6.7635,11.64677,6.7635,85.0602,2.2545,0.000235769,2.2545,0.00013411,2.2545,0.000217995,2.2545,0.000114042,6.7635,-24.91155,6.7635,9.238279,6.7635,89.65652,2.2545,2.83E-06,2.2545,2.69E-06,2.2545,0.000221562,2.2545,0.000229382,6.7635,-24.29816,6.7635,5.034688,6.7635,87.69463,2.2545,0.000175334,2.2545,5.15E-05,2.2545,0.000593887,2.2545,0.000338025,6.7635,-23.66859,6.7635,7.676239,6.7635,85.51516,86.9816275,2.121778579,-24.274685,0.508737579,8.398994,2.774489617
2.259,0.000388835,2.259,0.000108904,2.259,4.44E-07,2.259,0.000419505,6.777,-24.04182,6.777,10.44457,6.777,86.6834,2.259,0.000235598,2.259,0.000134343,2.259,0.000218366,2.259,0.000114071,6.777,-24.83599,6.777,8.64329,6.777,90.4443,2.259,2.83E-06,2.259,2.69E-06,2.259,0.000221933,2.259,0.00022861,6.777,-24.26072,6.777,4.42172,6.777,88.4632,2.259,0.000175234,2.259,5.14E-05,2.259,0.000593465,2.259,0.00033883,6.777,-23.64564,6.777,7.069306,6.777,86.29446,87.97134,1.899839765,-24.1960425,0.496804278,7.6447215,2.553111327
2.2635,0.000387987,2.2635,0.000108888,2.2635,4.44E-07,2.2635,0.000419378,6.7905,-23.9188,6.7905,9.917499,6.7905,87.4713,2.2635,0.000234358,2.2635,0.000134537,2.2635,0.000217829,2.2635,0.000113836,6.7905,-24.61118,6.7905,7.593283,6.7905,91.99022,2.2635,2.83E-06,2.2635,2.68E-06,2.2635,0.000222036,2.2635,0.000229801,6.7905,-24.09081,6.7905,3.323016,6.7905,89.96527,2.2635,0.000174986,2.2635,5.15E-05,2.2635,0.000593822,2.2635,0.000339061,6.7905,-23.48347,6.7905,5.993749,6.7905,87.81134,89.3095325,2.100774193,-24.026065,0.466357014,6.70688675,2.772055557
2.268,0.00038787,2.268,0.000110534,2.268,4.75E-07,2.268,0.000418685,6.804,-23.62715,6.804,8.980094,6.804,89.01414,2.268,0.000234299,2.268,0.000134026,2.268,0.000217471,2.268,0.000114073,6.804,-24.47226,6.804,7.136847,6.804,92.74684,2.268,2.82E-06,2.268,2.65E-06,2.268,0.000222059,2.268,0.000228034,6.804,-23.95693,6.804,2.867253,6.804,90.68237,2.268,0.000174042,2.268,5.15E-05,2.268,0.000594114,2.268,0.000338904,6.804,-23.34566,6.804,5.549538,6.804,88.53846,90.2454525,1.904187508,-23.8505,0.483963322,6.133433,2.589670743
2.2725,0.000388355,2.2725,0.000111479,2.2725,4.75E-07,2.2725,0.000417885,6.8175,-23.43454,6.8175,8.481025,6.8175,89.80768,2.2725,0.000233944,2.2725,0.000134077,2.2725,0.000216987,2.2725,0.000112838,6.8175,-24.09669,6.8175,6.132892,6.8175,94.30935,2.2725,2.79E-06,2.2725,2.61E-06,2.2725,0.000221951,2.2725,0.000226668,6.8175,-23.6017,6.8175,1.849447,6.8175,92.17702,2.2725,0.000173089,2.2725,5.16E-05,2.2725,0.000594463,2.2725,0.000339753,6.8175,-22.98207,6.8175,4.559363,6.8175,90.07812,91.5930425,2.097765922,-23.52875,0.460294142,5.25568175,2.784458767
2.277,0.000388853,2.277,0.00011238,2.277,4.75E-07,2.277,0.000417872,6.831,-22.93114,6.831,7.59095,6.831,91.37086,2.277,0.000233484,2.277,0.000133909,2.277,0.000216839,2.277,0.000113075,6.831,-23.85378,6.831,5.674065,6.831,95.0849,2.277,2.74E-06,2.277,2.53E-06,2.277,0.00022238,2.277,0.000225994,6.831,-23.38004,6.831,1.373101,6.831,92.91772,2.277,0.000173573,2.277,5.15E-05,2.277,0.00059464,2.277,0.000339948,6.831,-22.77326,6.831,4.09813,6.831,90.82947,92.5507375,1.90713821,-23.234555,0.486298682,4.6840615,2.629060849
2.2815,0.000388602,2.2815,0.000112313,2.2815,4.44E-07,2.2815,0.000418285,6.8445,-22.62452,6.8445,7.174685,6.8445,92.13274,2.2815,0.000233674,2.2815,0.000134134,2.2815,0.000216469,2.2815,0.000112993,6.8445,-23.28307,6.8445,4.810287,6.8445,96.59227,2.2815,2.75E-06,2.2815,2.51E-06,2.2815,0.000220526,2.2815,0.000224296,6.8445,-22.87747,6.8445,0.4893288,6.8445,94.35031,2.2815,0.000172818,2.2815,5.17E-05,2.2815,0.000595079,2.2815,0.000339147,6.8445,-22.30947,6.8445,3.240911,6.8445,92.31785,93.8482925,2.087008123,-22.7736325,0.41149733,3.92880295,2.805705032
2.286,0.000389492,2.286,0.000110751,2.286,4.44E-07,2.286,0.000418799,6.858,-21.97573,6.858,6.200378,6.858,93.68755,2.286,0.000234269,2.286,0.000133883,2.286,0.00021371,2.286,0.000113879,6.858,-22.96721,6.858,4.325623,6.858,97.35191,2.286,2.66E-06,2.286,2.36E-06,2.286,0.00022133,2.286,0.000224159,6.858,-22.29547,6.858,-0.5238998,6.858,95.79183,2.286,0.000171291,2.286,5.18E-05,2.286,0.000595493,2.286,0.00033811,6.858,-21.74594,6.858,2.241607,6.858,93.84662,95.1694775,1.741301748,-22.2460875,0.530941614,3.06092705,2.885473791
2.2905,0.000389725,2.2905,0.000109591,2.2905,4.44E-07,2.2905,0.000419631,6.8715,-21.65737,6.8715,5.670112,6.8715,94.46886,2.2905,0.000234124,2.2905,0.000133812,2.2905,0.000213684,2.2905,0.000114331,6.8715,-22.3323,6.8715,3.272805,6.8715,98.86668,2.2905,2.73E-06,2.2905,2.39E-06,2.2905,0.000221546,2.2905,0.000224681,6.8715,-21.98983,6.8715,-1.054603,6.8715,96.50464,2.2905,0.00017258,2.2905,5.18E-05,2.2905,0.000595913,2.2905,0.000338317,6.8715,-21.42184,6.8715,1.743046,6.8715,94.59901,96.1097975,2.060053112,-21.850335,0.396901572,2.40784,2.817862408
2.295,0.000388576,2.295,0.000109672,2.295,4.44E-07,2.295,0.000420369,6.885,-20.99342,6.885,4.604202,6.885,95.99724,2.295,0.000233639,2.295,0.000134328,2.295,0.000212898,2.295,0.000114677,6.885,-22.00615,6.885,2.748743,6.885,99.61395,2.295,2.93E-06,2.295,2.58E-06,2.295,0.000221656,2.295,0.000225197,6.885,-21.36128,6.885,-2.115788,6.885,97.91458,2.295,0.000172388,2.295,5.19E-05,2.295,0.000596441,2.295,0.000338326,6.885,-20.74925,6.885,0.7428474,6.885,96.07336,97.3997825,1.721828127,-21.277525,0.547022065,1.4950011,2.877645571
2.2995,0.000388427,2.2995,0.000109844,2.2995,4.44E-07,2.2995,0.000420653,6.8985,-20.63377,6.8985,3.997585,6.8985,96.78271,2.2995,0.000233809,2.2995,0.000134309,2.2995,0.000213244,2.2995,0.000114749,6.8985,-21.30657,6.8985,1.548841,6.8985,101.1045,2.2995,2.85E-06,2.2995,2.49E-06,2.2995,0.000222392,2.2995,0.000224593,6.8985,-21.03292,6.8985,-2.740732,6.8985,98.63512,2.2995,0.000172534,2.2995,5.17E-05,2.2995,0.000596671,2.2995,0.000338369,6.8985,-20.42459,6.8985,0.1447417,6.8985,96.82968,98.3380025,2.03598942,-20.8494625,0.395661394,0.737608925,2.81282116
2.304,0.000387911,2.304,0.000110306,2.304,4.75E-07,2.304,0.000420383,6.912,-19.8539,6.912,2.695451,6.912,98.32605,2.304,0.000234366,2.304,0.000134035,2.304,0.00021422,2.304,0.000114214,6.912,-20.93199,6.912,0.8844278,6.912,101.8488,2.304,2.84E-06,2.304,2.46E-06,2.304,0.000223765,2.304,0.000225938,6.912,-20.36363,6.912,-4.042206,6.912,100.0234,2.304,0.000173086,2.304,5.16E-05,2.304,0.000596752,2.304,0.000339451,6.912,-19.78762,6.912,-1.133182,6.912,98.30409,99.625585,1.686819686,-20.234285,0.531577767,-0.3988773,2.888759077
2.3085,0.000387809,2.3085,0.000110629,2.3085,4.75E-07,2.3085,0.000420015,6.9255,-19.074,6.9255,1.601645,6.9255,99.72755,2.3085,0.000234168,2.3085,0.000134127,2.3085,0.000214803,2.3085,0.000114306,6.9255,-20.15343,6.9255,-0.3028019,6.9255,103.2385,2.3085,2.65E-06,2.3085,2.28E-06,2.3085,0.000223794,2.3085,0.00022503,6.9255,-20.01499,6.9255,-4.610563,6.9255,100.6684,2.3085,0.000172846,2.3085,5.16E-05,2.3085,0.000597003,2.3085,0.000339783,6.9255,-19.46339,6.9255,-1.687698,6.9255,98.98543,100.65497,1.854928507,-19.6764525,0.500153249,-1.249854475,2.614958673
2.313,0.000387757,2.313,0.000111754,2.313,4.44E-07,2.313,0.000421004,6.939,-18.7104,6.939,1.08283,6.939,100.3939,2.313,0.00023369,2.313,0.000134084,2.313,0.000213991,2.313,0.000113126,6.939,-19.40269,6.939,-1.345236,6.939,104.5096,2.313,2.84E-06,2.313,2.45E-06,2.313,0.000224339,2.313,0.00022495,6.939,-19.29801,6.939,-5.659734,6.939,101.8994,2.313,0.000174398,2.313,5.17E-05,2.313,0.000597221,2.313,0.000339345,6.939,-18.75394,6.939,-2.697967,6.939,100.2659,101.7672,1.972991737,-19.04126,0.359895045,-2.15502675,2.811715634
2.3175,0.000387699,2.3175,0.000111776,2.3175,4.44E-07,2.3175,0.000420342,6.9525,-17.92709,6.9525,0.05426119,6.9525,101.6704,2.3175,0.00023342,2.3175,0.000134249,2.3175,0.000214175,2.3175,0.000113286,6.9525,-19.01988,6.9525,-1.870875,6.9525,105.1147,2.3175,2.92E-06,2.3175,2.55E-06,2.3175,0.000224341,2.3175,0.00022479,6.9525,-18.92718,6.9525,-6.17576,6.9525,102.4769,2.3175,0.000173652,2.3175,5.17E-05,2.3175,0.000597241,2.3175,0.000339233,6.9525,-18.37112,6.9525,-3.204706,6.9525,100.8746,102.53415,1.840533087,-18.5613175,0.510736248,-2.799269953,2.618499608
2.322,0.000387932,2.322,0.00011153,2.322,4.44E-07,2.322,0.000420853,6.966,-17.50197,6.966,-0.4693489,6.966,102.2967,2.322,0.000234134,2.322,0.000133999,2.322,0.000213902,2.322,0.000114184,6.966,-18.19047,6.966,-2.928575,6.966,106.2921,2.322,2.84E-06,2.322,2.44E-06,2.322,0.000225192,2.322,0.00022454,6.966,-18.15712,6.966,-7.245131,6.966,103.6058,2.322,0.00017529,2.322,5.18E-05,2.322,0.000596574,2.322,0.000339275,6.966,-17.5812,6.966,-4.226315,6.966,102.0428,103.55935,1.946303256,-17.85769,0.366689829,-3.717342475,2.821108606
2.3265,0.000387527,2.3265,0.000111478,2.3265,4.44E-07,2.3265,0.000421231,6.9795,-16.62955,6.9795,-1.608652,6.9795,103.5406,2.3265,0.00023389,2.3265,0.000134197,2.3265,0.000213114,2.3265,0.000113815,6.9795,-17.76265,6.9795,-3.497385,6.9795,106.8799,2.3265,2.85E-06,2.3265,2.49E-06,2.3265,0.000224837,2.3265,0.000224638,6.9795,-17.76471,6.9795,-7.815253,6.9795,104.1619,2.3265,0.000175909,2.3265,5.20E-05,2.3265,0.000596829,2.3265,0.000339086,6.9795,-17.18415,6.9795,-4.77823,6.9795,102.6281,104.302625,1.830015121,-17.335265,0.544043611,-4.42488,2.608375767
2.331,0.000387366,2.331,0.000111357,2.331,4.44E-07,2.331,0.000422485,6.993,-16.19251,6.993,-2.255315,6.993,104.1729,2.331,0.00023415,2.331,0.000133821,2.331,0.000212304,2.331,0.000113446,6.993,-16.89458,6.993,-4.809988,6.993,108.0759,2.331,2.92E-06,2.331,2.53E-06,2.331,0.000225023,2.331,0.000224927,6.993,-16.95734,6.993,-9.088123,6.993,105.2858,2.331,0.000177295,2.331,5.19E-05,2.331,0.000596804,2.331,0.000339568,6.993,-16.3751,6.993,-6.0096,6.993,103.8477,105.345575,1.921548319,-16.6048825,0.379034742,-5.5407565,2.836181221
2.3355,0.000387136,2.3355,0.000110974,2.3355,4.44E-07,2.3355,0.000422021,7.0065,-15.31859,7.0065,-3.739172,7.0065,105.4417,2.3355,0.000235504,2.3355,0.000133964,2.3355,0.000212515,2.3355,0.000114443,7.0065,-16.46532,7.0065,-5.556432,7.0065,108.6745,2.3355,2.89E-06,2.3355,2.48E-06,2.3355,0.000225537,2.3355,0.000225442,7.0065,-16.54265,7.0065,-9.814059,7.0065,105.851,2.3355,0.000177268,2.3355,5.16E-05,2.3355,0.000596525,2.3355,0.000339706,7.0065,-15.54289,7.0065,-7.470744,7.0065,105.0587,106.256475,1.64415917,-15.9673625,0.627162935,-6.64510175,2.604713978
2.34,0.000386915,2.34,0.000110968,2.34,4.44E-07,2.34,0.000421846,7.02,-14.86287,7.02,-4.516401,7.02,106.0552,2.34,0.000235181,2.34,0.000133655,2.34,0.000212422,2.34,0.000114398,7.02,-15.57961,7.02,-7.132107,7.02,109.8295,2.34,2.94E-06,2.34,2.53E-06,2.34,0.000226139,2.34,0.000225446,7.02,-15.705,7.02,-11.37488,7.02,106.9638,2.34,0.000179709,2.34,5.14E-05,2.34,0.000596564,2.34,0.000339344,7.02,-15.13264,7.02,-8.248321,7.02,105.6562,107.126175,1.883449464,-15.32003,0.391447721,-7.81792725,2.840632362
2.3445,0.000387246,2.3445,0.00011198,2.3445,4.44E-07,2.3445,0.000422452,7.0335,-13.90904,7.0335,-6.076126,7.0335,107.2461,2.3445,0.000234785,2.3445,0.000133739,2.3445,0.000213276,2.3445,0.000113528,7.0335,-15.10803,7.0335,-7.913514,7.0335,110.3853,2.3445,2.86E-06,2.3445,2.46E-06,2.3445,0.000225661,2.3445,0.000225711,7.0335,-14.82475,7.0335,-12.95036,7.0335,108.0275,2.3445,0.000181743,2.3445,5.08E-05,2.3445,0.000595947,2.3445,0.000339814,7.0335,-14.29589,7.0335,-9.810557,7.0335,106.8063,108.1163,1.594740781,-14.5344275,0.535822311,-9.18763925,2.935472922
2.349,0.000387001,2.349,0.000112554,2.349,4.44E-07,2.349,0.000422244,7.047,-13.41681,7.047,-6.883416,7.047,107.8256,2.349,0.000234784,2.349,0.000133843,2.349,0.000214064,2.349,0.000113288,7.047,-14.1489,7.047,-9.508542,7.047,111.4945,2.349,3.01E-06,2.349,2.63E-06,2.349,0.00022535,2.349,0.000224306,7.047,-14.38295,7.047,-13.75686,7.047,108.5459,2.349,0.00018218,2.349,5.09E-05,2.349,0.000596047,2.349,0.000339174,7.047,-13.86263,7.047,-10.61641,7.047,107.3589,108.806225,1.857504296,-13.9528225,0.41589267,-10.191307,2.846178237
2.3535,0.000386924,2.3535,0.000112232,2.3535,4.44E-07,2.3535,0.000422671,7.0605,-12.44955,7.0605,-8.382666,7.0605,108.915,2.3535,0.000234247,2.3535,0.000133667,2.3535,0.000213698,2.3535,0.000113915,7.0605,-13.6777,7.0605,-10.26816,7.0605,112.0172,2.3535,2.95E-06,2.3535,2.61E-06,2.3535,0.000223236,2.3535,0.000224189,7.0605,-13.45595,7.0605,-15.25745,7.0605,109.4979,2.3535,0.000183548,2.3535,5.06E-05,2.3535,0.000595906,2.3535,0.000338386,7.0605,-12.93548,7.0605,-12.11863,7.0605,108.4057,109.70895,1.602225258,-13.12967,0.549869224,-11.5067265,2.928944841
2.358,0.000387568,2.358,0.000112499,2.358,4.44E-07,2.358,0.000423369,7.074,-11.99147,7.074,-9.083081,7.074,109.4277,2.358,0.000234067,2.358,0.000133322,2.358,0.000213709,2.358,0.000113823,7.074,-12.73471,7.074,-11.70656,7.074,112.9824,2.358,2.86E-06,2.358,2.52E-06,2.358,0.000222936,2.358,0.000224105,7.074,-12.9905,7.074,-15.9724,7.074,109.9411,2.358,0.000183612,2.358,5.05E-05,2.358,0.000596126,2.358,0.000338365,7.074,-12.45907,7.074,-12.81388,7.074,108.8877,110.309725,1.832957469,-12.5439375,0.427486859,-12.39398025,2.85283509
2.3625,0.000387474,2.3625,0.000112513,2.3625,4.11E-07,2.3625,0.000423873,7.0875,-11.07645,7.0875,-10.44815,7.0875,110.3956,2.3625,0.000234648,2.3625,0.000132384,2.3625,0.000213375,2.3625,0.000114653,7.0875,-11.7988,7.0875,-13.042,7.0875,113.8688,2.3625,2.83E-06,2.3625,2.48E-06,2.3625,0.000223549,2.3625,0.000224315,7.0875,-12.07401,7.0875,-17.32693,7.0875,110.7715,2.3625,0.000183921,2.3625,5.05E-05,2.3625,0.000595881,2.3625,0.000338002,7.0875,-11.52924,7.0875,-14.14129,7.0875,109.7859,111.20545,1.821421153,-11.619625,0.424961935,-13.7395925,2.849010369
