X[s],Quattro sensor 1: EMG.A 1,X[s],Quattro sensor 1: EMG.B 1,X[s],Quattro sensor 1: EMG.C 1,X[s],Quattro sensor 1: EMG.D 1,X[s],Quattro sensor 1: Pitch 1,X[s],Quattro sensor 1: Roll 1,X[s],Quattro sensor 1: Yaw 1,X[s],Quattro sensor 2: EMG.A 2,X[s],Quattro sensor 2: EMG.B 2,X[s],Quattro sensor 2: EMG.C 2,X[s],Quattro sensor 2: EMG.D 2,X[s],Quattro sensor 2: Pitch 2,X[s],Quattro sensor 2: Roll 2,X[s],Quattro sensor 2: Yaw 2,X[s],Quattro sensor 3: EMG.A 3,X[s],Quattro sensor 3: EMG.B 3,X[s],Quattro sensor 3: EMG.C 3,X[s],Quattro sensor 3: EMG.D 3,X[s],Quattro sensor 3: Pitch 3,X[s],Quattro sensor 3: Roll 3,X[s],Quattro sensor 3: Yaw 3,X[s],Quattro sensor 4: EMG.A 4,X[s],Quattro sensor 4: EMG.B 4,X[s],Quattro sensor 4: EMG.C 4,X[s],Quattro sensor 4: EMG.D 4,X[s],Quattro sensor 4: Pitch 4,X[s],Quattro sensor 4: Roll 4,X[s],Quattro sensor 4: Yaw 4,Mean Yaw,Yaw SD,Mean Pitch ,Pitch SD,Mean Roll,Roll SD
12.3525,0.000264473,12.3525,0.00156113,12.3525,1.29E-06,12.3525,0.00071201,37.0575,21.06922,37.0575,-49.36195,37.0575,-19.76196,12.3525,1.31E-06,12.3525,0.000571359,12.3525,0.000230322,12.3525,0.000578998,37.0575,21.34682,37.0575,-52.7051,37.0575,-19.14727,12.3525,0.000701337,12.3525,1.10E-06,12.3525,2.24E-06,12.3525,0.001868926,37.0575,22.11958,37.0575,-55.49223,37.0575,-23.11293,12.3525,0.00048983,12.3525,0.000993995,12.3525,0.001080073,12.3525,0.001987436,37.0575,21.41243,37.0575,-51.05537,37.0575,-18.68445,-20.1766525,2.006654933,21.4870125,0.447179569,-52.1536625,2.610876058
12.357,0.000263673,12.357,0.001563144,12.357,1.29E-06,12.357,0.000719148,37.071,20.10511,37.071,-51.66954,37.071,-20.2275,12.357,1.33E-06,12.357,0.000599614,12.357,0.000234957,12.357,0.000565861,37.071,20.85258,37.071,-53.85386,37.071,-19.36339,12.357,0.000378148,12.357,1.07E-06,12.357,2.59E-06,12.357,0.001900183,37.071,21.71949,37.071,-56.68993,37.071,-23.40758,12.357,0.000481805,12.357,0.000989902,12.357,0.001022439,12.357,0.001969768,37.071,20.56325,37.071,-53.44016,37.071,-19.29171,-20.572545,1.937272448,20.8101075,0.679887379,-53.9133725,2.079385137
12.3615,0.000250688,12.3615,0.001564113,12.3615,1.29E-06,12.3615,0.000718874,37.0845,19.53461,37.0845,-52.7254,37.0845,-20.31359,12.3615,1.33E-06,12.3615,0.000608406,12.3615,0.000236274,12.3615,0.000560198,37.0845,19.88074,37.0845,-56.04746,37.0845,-19.692,12.3615,0.000336633,12.3615,1.06E-06,12.3615,2.64E-06,12.3615,0.001905086,37.0845,20.84093,37.0845,-58.95428,37.0845,-23.80101,12.3615,0.000478339,12.3615,0.00098844,12.3615,0.000994828,12.3615,0.00196394,37.0845,20.08011,37.0845,-54.57196,37.0845,-19.49052,-20.82428,2.015167446,20.0840975,0.552600555,-55.574775,2.631163302
12.366,0.000229015,12.366,0.001570405,12.366,1.30E-06,12.366,0.000743482,37.098,18.25295,37.098,-54.55538,37.098,-20.25781,12.366,1.34E-06,12.366,0.000630771,12.366,0.000236768,12.366,0.00056633,37.098,19.25311,37.098,-56.98267,37.098,-19.68189,12.366,0.000254895,12.366,1.06E-06,12.366,2.98E-06,12.366,0.001842698,37.098,20.26682,37.098,-59.92127,37.098,-23.80024,12.366,0.000471848,12.366,0.000976785,12.366,0.000942351,12.366,0.001947972,37.098,18.92216,37.098,-56.52773,37.098,-19.58191,-20.8304625,2.002133147,19.17376,0.839100749,-56.9967625,2.216098878
12.3705,0.000217982,12.3705,0.001573847,12.3705,1.30E-06,12.3705,0.000746993,37.1115,17.53183,37.1115,-55.39371,37.1115,-20.14182,12.3705,1.34E-06,12.3705,0.000633622,12.3705,0.000236499,12.3705,0.000566703,37.1115,17.87215,37.1115,-58.6749,37.1115,-19.43526,12.3705,0.000181459,12.3705,1.06E-06,12.3705,3.04E-06,12.3705,0.001804829,37.1115,18.90312,37.1115,-61.61071,37.1115,-23.51509,12.3705,0.00047071,12.3705,0.000974328,12.3705,0.000918552,12.3705,0.001946188,37.1115,18.28292,37.1115,-57.39046,37.1115,-19.50675,-20.64973,1.936457346,18.147505,0.589962522,-58.267445,2.605820151
12.375,0.000227525,12.375,0.001573842,12.375,1.30E-06,12.375,0.00076028,37.125,15.96236,37.125,-57.01447,37.125,-19.69275,12.375,1.35E-06,12.375,0.000653994,12.375,0.00023643,12.375,0.000559483,37.125,17.12284,37.125,-59.49988,37.125,-19.22209,12.375,0.000151034,12.375,1.05E-06,12.375,3.20E-06,12.375,0.001833257,37.125,18.16374,37.125,-62.44776,37.125,-23.29009,12.375,0.000469163,12.375,0.000970776,12.375,0.000889602,12.375,0.001939972,37.125,16.91374,37.125,-59.11531,37.125,-19.21314,-20.3545175,1.96982713,17.04067,0.903124542,-59.519355,2.23708414
12.3795,0.00024317,12.3795,0.001573162,12.3795,1.30E-06,12.3795,0.000777846,37.1385,15.12929,37.1385,-57.77607,37.1385,-19.35759,12.3795,1.35E-06,12.3795,0.000682554,12.3795,0.000237892,12.3795,0.000553627,37.1385,15.47359,37.1385,-61.10743,37.1385,-18.58327,12.3795,0.000152252,12.3795,1.03E-06,12.3795,3.25E-06,12.3795,0.001846134,37.1385,16.56578,37.1385,-64.11218,37.1385,-22.65311,12.3795,0.000471691,12.3795,0.000960827,12.3795,0.000810058,12.3795,0.001927826,37.1385,15.36711,37.1385,-60.77103,37.1385,-18.67439,-19.81709,1.921997639,15.6339425,0.637680113,-60.9416775,2.590350775
12.384,0.00024275,12.384,0.001576324,12.384,1.31E-06,12.384,0.000782352,37.152,13.42892,37.152,-59.36901,37.152,-18.59588,12.384,1.38E-06,12.384,0.000695085,12.384,0.000236658,12.384,0.000555386,37.152,13.7362,37.152,-62.77025,37.152,-17.77013,12.384,0.000156721,12.384,1.05E-06,12.384,3.28E-06,12.384,0.001737597,37.152,15.6893,37.152,-64.93707,37.152,-22.24189,12.384,0.000472003,12.384,0.000963478,12.384,0.000780904,12.384,0.001915607,37.152,14.5042,37.152,-61.57177,37.152,-18.30003,-19.2269825,2.038759242,14.339655,1.0070109,-62.162025,2.32523448
12.3885,0.000243413,12.3885,0.001187489,12.3885,1.30E-06,12.3885,0.000785634,37.1655,12.54471,37.1655,-60.27877,37.1655,-18.16009,12.3885,1.38E-06,12.3885,0.000704994,12.3885,0.000234194,12.3885,0.000552077,37.1655,12.83426,37.1655,-63.69778,37.1655,-17.31016,12.3885,0.000153678,12.3885,1.05E-06,12.3885,3.32E-06,12.3885,0.001662114,37.1655,13.86007,37.1655,-66.73203,37.1655,-21.26824,12.3885,0.000483703,12.3885,0.000975494,12.3885,0.000724322,12.3885,0.001905292,37.1655,12.79701,37.1655,-63.40134,37.1655,-17.50195,-18.56011,1.841743891,13.0090125,0.581767186,-63.52748,2.637433775
12.393,0.000245987,12.393,0.000984666,12.393,6.71E-07,12.393,0.000787461,37.179,10.65636,37.179,-62.01369,37.179,-17.12871,12.393,1.39E-06,12.393,0.000709036,12.393,0.000234067,12.393,0.000555131,37.179,10.78256,37.179,-65.38595,37.179,-16.08604,12.393,0.000144198,12.393,1.05E-06,12.393,3.33E-06,12.393,0.001663436,37.179,12.85565,37.179,-67.63774,37.179,-20.66119,12.393,0.000478412,12.393,0.000974473,12.393,0.00071603,12.393,0.00190331,37.179,11.88024,37.179,-64.30206,37.179,-17.00666,-17.72065,2.014853181,11.5437025,1.032985697,-64.83486,2.338283736
12.3975,0.000259238,12.3975,0.000815501,12.3975,6.71E-07,12.3975,0.000799365,37.1925,9.576048,37.1925,-62.76446,37.1925,-16.44964,12.3975,1.38E-06,12.3975,0.000742276,12.3975,0.000236073,12.3975,0.000572328,37.1925,9.630539,37.1925,-66.1342,37.1925,-15.31144,12.3975,0.0001313,12.3975,1.03E-06,12.3975,3.32E-06,12.3975,0.001674874,37.1925,10.55285,37.1925,-69.24686,37.1925,-19.10969,12.3975,0.000450635,12.3975,0.000957783,12.3975,0.000632554,12.3975,0.001880793,37.1925,9.745669,37.1925,-65.83379,37.1925,-15.65039,-16.63029,1.720429027,9.8762765,0.456557441,-65.9948275,2.649298482
12.402,0.000260021,12.402,0.000593872,12.402,6.71E-07,12.402,0.000804233,37.206,7.226991,37.206,-64.11296,37.206,-14.87439,12.402,1.39E-06,12.402,0.000750669,12.402,0.000235878,12.402,0.000565583,37.206,7.08554,37.206,-67.51605,37.206,-13.49041,12.402,0.000118042,12.402,1.02E-06,12.402,3.32E-06,12.402,0.001663538,37.206,7.793323,37.206,-70.6824,37.206,-17.01097,12.402,0.000448759,12.402,0.000954535,12.402,0.000618063,12.402,0.001875067,37.206,8.545043,37.206,-66.53858,37.206,-14.82527,-15.05026,1.455915117,7.66272425,0.662959912,-67.2124975,2.719905941
12.4065,0.000268489,12.4065,0.000521527,12.4065,6.71E-07,12.4065,0.000822662,37.2195,5.983609,37.2195,-64.75805,37.2195,-13.96951,12.4065,1.41E-06,12.4065,0.000778187,12.4065,0.000236298,12.4065,0.000552925,37.2195,5.700408,37.2195,-68.18665,37.2195,-12.42583,12.4065,0.00010658,12.4065,9.93E-07,12.4065,3.34E-06,12.4065,0.001568709,37.2195,6.247163,37.2195,-71.34007,37.2195,-15.77638,12.4065,0.000446144,12.4065,0.000939562,12.4065,0.000564959,12.4065,0.001862907,37.2195,5.955435,37.2195,-67.9273,37.2195,-12.89844,-13.76754,1.486803121,5.97165375,0.223521498,-68.0530175,2.689187455
12.411,0.000268577,12.411,0.000484167,12.411,6.71E-07,12.411,0.000823108,37.233,3.269271,37.233,-65.98087,37.233,-11.89531,12.411,1.42E-06,12.411,0.000781324,12.411,0.00023729,12.411,0.000552642,37.233,2.64762,37.233,-69.42012,37.233,-9.971695,12.411,9.61E-05,12.411,9.93E-07,12.411,3.34E-06,12.411,0.001521285,37.233,2.849781,37.233,-72.58321,37.233,-12.95996,12.411,0.000444686,12.411,0.000932598,12.411,0.000536522,12.411,0.001860498,37.233,3.076046,37.233,-69.18739,37.233,-10.62419,-11.36278875,1.33106534,2.9606795,0.270088178,-69.2928975,2.697097199
12.4155,0.000270606,12.4155,0.000464214,12.4155,7.12E-07,12.4155,0.00082945,37.2465,0.277112,37.2465,-67.06282,37.2465,-9.496672,12.4155,1.42E-06,12.4155,0.000798647,12.4155,0.000236998,12.4155,0.000553104,37.2465,0.9896302,37.2465,-69.96426,37.2465,-8.608694,12.4155,8.74E-05,12.4155,9.79E-07,12.4155,3.34E-06,12.4155,0.001601274,37.2465,0.940082,37.2465,-73.13903,37.2465,-11.33737,12.4155,0.000470136,12.4155,0.000954559,12.4155,0.000502969,12.4155,0.001849411,37.2465,1.50766,37.2465,-69.73941,37.2465,-9.344125,-9.69671525,1.160441789,0.92862105,0.504514162,-69.97638,2.486462586
12.42,0.000275309,12.42,0.000468855,12.42,7.32E-07,12.42,0.000827752,37.26,-1.316613,37.26,-67.54765,37.26,-8.174449,12.42,1.41E-06,12.42,0.000818875,12.42,0.000236655,12.42,0.000553463,37.26,-2.614044,37.26,-70.94733,37.26,-5.559824,12.42,7.95E-05,12.42,9.64E-07,12.42,3.34E-06,12.42,0.001643814,37.26,-3.234995,37.26,-74.13899,37.26,-7.667725,12.42,0.000486382,12.42,0.000969235,12.42,0.000482123,12.42,0.00183528,37.26,-1.968398,37.26,-70.74274,37.26,-6.421793,-6.95594775,1.186852276,-2.2835125,0.826390104,-70.8441775,2.692199409
12.4245,0.000282067,12.4245,0.000461868,12.4245,7.12E-07,12.4245,0.000842052,37.2735,-4.777915,37.2735,-68.5142,37.2735,-5.260539,12.4245,1.43E-06,12.4245,0.000832455,12.4245,0.00023635,12.4245,0.000544517,37.2735,-4.567034,37.2735,-71.41488,37.2735,-3.875916,12.4245,7.24E-05,12.4245,9.93E-07,12.4245,3.32E-06,12.4245,0.001631593,37.2735,-5.566302,37.2735,-74.60751,37.2735,-5.570919,12.4245,0.000469874,12.4245,0.00095953,12.4245,0.000461687,12.4245,0.001824484,37.2735,-3.850281,37.2735,-71.21886,37.2735,-4.812762,-4.880034,0.738215104,-4.690383,0.706135561,-71.4388625,2.492853384
12.429,0.000286403,12.429,0.000455758,12.429,7.12E-07,12.429,0.00084564,37.287,-6.672863,37.287,-69.02721,37.287,-3.635621,12.429,1.43E-06,12.429,0.000834374,12.429,0.000235225,12.429,0.000536999,37.287,-8.904495,37.287,-72.37691,37.287,-0.06937203,12.429,6.63E-05,12.429,9.79E-07,12.429,3.31E-06,12.429,0.001629605,37.287,-10.77131,37.287,-75.55875,37.287,-0.831098,12.429,0.000456299,12.429,0.000956474,12.429,0.000402923,12.429,0.001820631,37.287,-7.988755,37.287,-72.21119,37.287,-1.205269,-1.435340008,1.541119294,-8.58435575,1.721801655,-72.293515,2.667348252
12.4335,0.000286231,12.4335,0.000464778,12.4335,7.12E-07,12.4335,0.000850404,37.3005,-10.77681,37.3005,-70.0714,37.3005,-0.01655563,12.4335,1.43E-06,12.4335,0.000844678,12.4335,0.00023549,12.4335,0.000537149,37.3005,-11.27535,37.3005,-72.87378,37.3005,2.045283,12.4335,6.08E-05,12.4335,9.79E-07,12.4335,3.31E-06,12.4335,0.001633548,37.3005,-13.69022,37.3005,-76.04358,37.3005,1.860243,12.4335,0.000454963,12.4335,0.000954905,12.4335,0.000386618,12.4335,0.001816049,37.3005,-10.28096,37.3005,-72.71648,37.3005,0.8310068,1.179994293,0.960032437,-11.505835,1.511782323,-72.92631,2.443676969
12.438,0.00029529,12.438,0.000488552,12.438,7.32E-07,12.438,0.000871404,37.314,-13.01601,37.314,-70.57023,37.314,1.978372,12.438,1.45E-06,12.438,0.000890119,12.438,0.000237898,12.438,0.00052874,37.314,-16.5408,37.314,-73.85976,37.314,6.838067,12.438,5.54E-05,12.438,9.79E-07,12.438,3.20E-06,12.438,0.001650042,37.314,-20.27422,37.314,-76.94792,37.314,8.01129,12.438,0.000446542,12.438,0.000937266,12.438,0.000317683,12.438,0.001790293,37.314,-15.34657,37.314,-73.7187,37.314,5.42872,5.56411225,2.613267676,-16.2944,3.030176172,-73.7741525,2.604376007
12.4425,0.000293846,12.4425,0.000493005,12.4425,7.32E-07,12.4425,0.000878588,37.3275,-17.68225,37.3275,-71.35319,37.3275,6.196916,12.4425,1.44E-06,12.4425,0.00089641,12.4425,0.000238289,12.4425,0.00053743,37.3275,-22.17815,37.3275,-74.52081,37.3275,12.04438,12.4425,5.06E-05,12.4425,9.79E-07,12.4425,3.09E-06,12.4425,0.001651524,37.3275,-23.78055,37.3275,-77.27582,37.3275,11.32786,12.4425,0.000448381,12.4425,0.000935236,12.4425,0.000310613,12.4425,0.001784155,37.3275,-18.0347,37.3275,-74.09844,37.3275,7.886609,9.36394125,2.784138901,-20.4189125,3.031463571,-74.312065,2.424045866
12.447,0.000296281,12.447,0.000509516,12.447,7.69E-07,12.447,0.000897256,37.341,-20.09982,37.341,-71.63062,37.341,8.384114,12.447,1.43E-06,12.447,0.000907949,12.447,0.000238702,12.447,0.00055387,37.341,-25.10121,37.341,-74.74333,37.341,14.75868,12.447,4.63E-05,12.447,9.79E-07,12.447,2.98E-06,12.447,0.001659751,37.341,-31.03734,37.341,-77.67939,37.341,18.204,12.447,0.000451189,12.447,0.000938212,12.447,0.000268793,12.447,0.001769443,37.341,-23.61849,37.341,-74.63607,37.341,13.03002,13.5942035,4.085321893,-24.964215,4.559785426,-74.6723525,2.469869454
12.4515,0.000297007,12.4515,0.000507961,12.4515,7.69E-07,12.4515,0.000898882,37.3545,-25.3327,37.3545,-72.13958,37.3545,13.19275,12.4515,1.43E-06,12.4515,0.000908785,12.4515,0.000238589,12.4515,0.000556046,37.3545,-31.48609,37.3545,-75.12836,37.3545,20.75122,12.4515,4.24E-05,12.4515,9.79E-07,12.4515,2.96E-06,12.4515,0.001656298,37.3545,-38.90497,37.3545,-77.88925,37.3545,25.71282,12.4515,0.000456096,12.4515,0.00094098,12.4515,0.000245095,12.4515,0.001766927,37.3545,-29.77348,37.3545,-75.08053,37.3545,18.80334,19.6150325,5.176179146,-31.37431,5.650576457,-75.05943,2.347949588
12.456,0.000302092,12.456,0.000505556,12.456,7.87E-07,12.456,0.000907998,37.368,-28.1204,37.368,-72.37251,37.368,15.78409,12.456,1.42E-06,12.456,0.000932384,12.456,0.000234472,12.456,0.000538439,37.368,-34.86937,37.368,-75.28057,37.368,23.96201,12.456,3.81E-05,12.456,9.93E-07,12.456,2.72E-06,12.456,0.001631009,37.368,-43.09004,37.368,-77.94669,37.368,29.73806,12.456,0.00044315,12.456,0.000930896,12.456,0.0002049,12.456,0.001757646,37.368,-33.06952,37.368,-75.25983,37.368,21.91002,22.848545,5.758835961,-34.7873325,6.22737373,-75.2149,2.276560913
12.4605,0.000305979,12.4605,0.000509084,12.4605,7.87E-07,12.4605,0.000914772,37.3815,-33.94298,37.3815,-72.65858,37.3815,21.25182,12.4605,1.41E-06,12.4605,0.000947046,12.4605,0.000230742,12.4605,0.00052919,37.3815,-41.83695,37.3815,-75.40081,37.3815,30.61198,12.4605,3.46E-05,12.4605,1.01E-06,12.4605,2.61E-06,12.4605,0.001618781,37.3815,-51.36108,37.3815,-77.82204,37.3815,37.72195,12.4605,0.000434303,12.4605,0.000921083,12.4605,0.00019394,12.4605,0.001750771,37.3815,-39.9325,37.3815,-75.47076,37.3815,28.4251,29.5027125,6.782939756,-41.7683775,7.225693408,-75.3380475,2.111185809
12.465,0.000315734,12.465,0.000504696,12.465,7.87E-07,12.465,0.000923491,37.395,-36.99596,37.395,-72.77682,37.395,24.14593,12.465,1.41E-06,12.465,0.000961276,12.465,0.000233417,12.465,0.000530119,37.395,-45.46799,37.395,-75.41164,37.395,34.09967,12.465,3.17E-05,12.465,9.93E-07,12.465,2.26E-06,12.465,0.001637698,37.395,-55.5588,37.395,-77.68275,37.395,41.80674,12.465,0.000435467,12.465,0.000916034,12.465,0.00019146,12.465,0.001733329,37.395,-43.53939,37.395,-75.52361,37.395,31.88261,32.9837375,7.266590251,-45.390535,7.687549233,-75.348705,2.008059684
12.4695,0.00032042,12.4695,0.000497968,12.4695,8.05E-07,12.4695,0.000925892,37.4085,-43.57311,37.4085,-72.95132,37.4085,30.46969,12.4695,1.42E-06,12.4695,0.000966558,12.4695,0.000235252,12.4695,0.000529379,37.4085,-53.21786,37.4085,-75.32858,37.4085,41.62665,12.4695,2.89E-05,12.4695,9.93E-07,12.4695,2.10E-06,12.4695,0.001637193,37.4085,-64.32655,37.4085,-77.27384,37.4085,50.38991,12.4695,0.000432148,12.4695,0.000907923,12.4695,0.000162143,12.4695,0.001724577,37.4085,-51.34911,37.4085,-75.56119,37.4085,39.42214,40.4770975,8.182225916,-53.1166575,8.561064086,-75.2787325,1.777598557
12.474,0.00032064,12.474,0.000506027,12.474,8.05E-07,12.474,0.000933354,37.422,-47.08897,37.422,-72.99139,37.422,33.89103,12.474,1.42E-06,12.474,0.000974883,12.474,0.000231262,12.474,0.000532415,37.422,-57.20087,37.422,-75.20596,37.422,45.52673,12.474,2.64E-05,12.474,9.79E-07,12.474,1.90E-06,12.474,0.001653502,37.422,-68.66515,37.422,-76.9832,37.422,54.67047,12.474,0.000445953,12.474,0.000910204,12.474,0.000156217,12.474,0.001722022,37.422,-55.41431,37.422,-75.49327,37.422,43.39365,44.37047,8.528379628,-57.092325,8.884910543,-75.168455,1.647201955
12.4785,0.000326873,12.4785,0.000522617,12.4785,8.22E-07,12.4785,0.00094866,37.4355,-53.93687,37.4355,-72.85655,37.4355,40.5802,12.4785,1.39E-06,12.4785,0.001005056,12.4785,0.000224041,12.4785,0.000538725,37.4355,-64.68294,37.4355,-74.75687,37.4355,52.87963,12.4785,2.38E-05,12.4785,9.64E-07,12.4785,1.72E-06,12.4785,0.001693103,37.4355,-76.38785,37.4355,-76.18073,37.4355,62.31004,12.4785,0.000463438,12.4785,0.0009154,12.4785,0.000151971,12.4785,0.001704128,37.4355,-63.15102,37.4355,-75.16232,37.4355,50.96677,51.68416,8.909752155,-64.53967,9.214980779,-74.7391175,1.390650028
12.483,0.000327375,12.483,0.00052426,12.483,8.39E-07,12.483,0.000959275,37.449,-60.10423,37.449,-72.43005,37.449,46.63842,12.483,1.38E-06,12.483,0.001011572,12.483,0.000224991,12.483,0.000529839,37.449,-67.98497,37.449,-74.41167,37.449,56.11561,12.483,2.18E-05,12.483,9.79E-07,12.483,1.67E-06,12.483,0.00163846,37.449,-79.66846,37.449,-75.68948,37.449,65.56502,12.483,0.000459368,12.483,0.000908351,12.483,0.000151642,12.483,0.001698311,37.449,-66.61301,37.449,-74.86468,37.449,54.36631,55.67134,7.77558201,-68.5926675,8.144836621,-74.34897,1.384330057
12.4875,0.000337598,12.4875,0.00052844,12.4875,8.39E-07,12.4875,0.000980339,37.4625,-63.06217,37.4625,-72.14454,37.4625,49.57284,12.4875,1.37E-06,12.4875,0.001023083,12.4875,0.000227142,12.4875,0.000524081,37.4625,-74.23242,37.4625,-73.60931,37.4625,62.30105,12.4875,2.00E-05,12.4875,9.93E-07,12.4875,1.54E-06,12.4875,0.001583907,37.4625,-85.61576,37.4625,-74.58112,37.4625,71.52113,12.4875,0.000443991,12.4875,0.000890547,12.4875,0.000143495,12.4875,0.00168878,37.4625,-73.20081,37.4625,-74.14599,37.4625,60.87344,61.067115,8.999349847,-74.02779,9.224092368,-73.62024,1.06105504
12.492,0.000338418,12.492,0.000528912,12.492,8.56E-07,12.492,0.000982147,37.476,-66.16119,37.476,-71.84976,37.476,52.68163,12.492,1.37E-06,12.492,0.001024142,12.492,0.000227537,12.492,0.00052319,37.476,-77.47704,37.476,-73.17499,37.476,65.57294,12.492,1.86E-05,12.492,9.93E-07,12.492,1.51E-06,12.492,0.001581243,37.476,-88.78657,37.476,-73.98654,37.476,74.71913,12.492,0.000439588,12.492,0.00088646,12.492,0.000132596,12.492,0.001687442,37.476,-80.09097,37.476,-73.30611,37.476,67.76524,65.184735,9.202210456,-78.1289425,9.32892728,-73.07935,0.893579389
12.4965,0.000346135,12.4965,0.000539947,12.4965,8.72E-07,12.4965,0.000994237,37.4895,-72.64005,37.4895,-71.2012,37.4895,59.30315,12.4965,1.36E-06,12.4965,0.001049561,12.4965,0.000228665,12.4965,0.000508879,37.4895,-83.96134,37.4895,-72.17667,37.4895,72.18839,12.4965,1.70E-05,12.4965,9.79E-07,12.4965,1.49E-06,12.4965,0.001585184,37.4895,-94.83337,37.4895,-72.66214,37.4895,80.90744,12.4965,0.000440229,12.4965,0.00088571,12.4965,0.000123355,12.4965,0.001674023,37.4895,-83.43082,37.4895,-72.81301,37.4895,71.13584,70.883705,8.876003088,-83.716395,9.063003602,-72.213255,0.727277478
12.501,0.000347461,12.501,0.000543407,12.501,8.88E-07,12.501,0.000998986,37.503,-78.25788,37.503,-70.32029,37.503,65.06995,12.501,1.35E-06,12.501,0.001058268,12.501,0.000229216,12.501,0.000505565,37.503,-88.90607,37.503,-70.97549,37.503,77.32662,12.501,1.52E-05,12.501,9.79E-07,12.501,1.48E-06,12.501,0.001584556,37.503,-99.27931,37.503,-71.21234,37.503,85.52973,12.501,0.000432997,12.501,0.000886106,12.501,0.000121223,12.501,0.001667389,37.503,-88.75196,37.503,-71.66137,37.503,76.57445,76.1251875,8.41247036,-88.798805,8.58226437,-71.0423725,0.559143172
12.5055,0.00035844,12.5055,0.000546365,12.5055,8.88E-07,12.5055,0.001012621,37.5165,-80.61935,37.5165,-69.78848,37.5165,67.52027,12.5055,1.34E-06,12.5055,0.001074343,12.5055,0.000223391,12.5055,0.000507582,37.5165,-91.01507,37.5165,-70.32288,37.5165,79.52586,12.5055,1.40E-05,12.5055,9.79E-07,12.5055,1.43E-06,12.5055,0.001601152,37.5165,-100.9735,37.5165,-70.46632,37.5165,87.32659,12.5055,0.000444041,12.5055,0.000891107,12.5055,0.000119689,12.5055,0.001655227,37.5165,-91.00845,37.5165,-71.02898,37.5165,78.9111,78.320955,8.155904311,-90.9040925,8.310477367,-70.401665,0.50987165
12.51,0.000361697,12.51,0.000542896,12.51,8.88E-07,12.51,0.001014259,37.53,-84.25918,37.53,-68.60746,37.53,71.32573,12.51,1.34E-06,12.51,0.001076113,12.51,0.00021934,12.51,0.000508544,37.53,-94.26064,37.53,-68.94563,37.53,82.98601,12.51,1.27E-05,12.51,9.79E-07,12.51,1.42E-06,12.51,0.001603123,37.53,-103.5499,37.53,-68.94546,37.53,90.13857,12.51,0.000448285,12.51,0.000900792,12.51,9.58E-05,12.51,0.001651679,37.53,-94.46069,37.53,-69.7031,37.53,82.53182,81.7455325,7.771151675,-94.1326025,7.880228404,-69.0504125,0.463394105
12.5145,0.0003661,12.5145,0.000550392,12.5145,8.88E-07,12.5145,0.001028322,37.5435,-85.79396,37.5435,-67.97586,37.5435,72.98343,12.5145,1.33E-06,12.5145,0.001087541,12.5145,0.000219816,12.5145,0.000502465,37.5435,-95.60938,37.5435,-68.23898,37.5435,84.46925,12.5145,1.19E-05,12.5145,9.79E-07,12.5145,1.40E-06,12.5145,0.001587118,37.5435,-104.632,37.5435,-68.17787,37.5435,91.36325,12.5145,0.00043393,12.5145,0.000884503,12.5145,7.92E-05,12.5145,0.001646779,37.5435,-95.97843,37.5435,-69.0043,37.5435,84.14497,83.240225,7.605139595,-95.5034425,7.699381974,-68.3492525,0.450940193
12.519,0.000377688,12.519,0.000559109,12.519,8.88E-07,12.519,0.001048879,37.557,-88.66233,37.557,-66.66772,37.557,76.18146,12.519,1.32E-06,12.519,0.001108825,12.519,0.000220188,12.519,0.000491272,37.557,-97.98119,37.557,-66.78921,37.557,87.16764,12.519,1.05E-05,12.519,9.64E-07,12.519,1.36E-06,12.519,0.001551568,37.557,-106.5142,37.557,-66.62514,37.557,93.59856,12.519,0.000414558,12.519,0.000850475,12.519,6.48E-05,12.519,0.001631094,37.557,-98.67556,37.557,-67.58343,37.557,87.06916,86.004205,7.226069871,-97.95832,7.306012796,-66.916375,0.450103856
12.5235,0.000382539,12.5235,0.000569357,12.5235,9.19E-07,12.5235,0.001056997,37.5705,-90.0341,37.5705,-65.99121,37.5705,77.74719,12.5235,1.29E-06,12.5235,0.001122495,12.5235,0.000217212,12.5235,0.000490451,37.5705,-99.08109,37.5705,-66.04781,37.5705,88.46013,12.5235,9.41E-06,12.5235,9.49E-07,12.5235,1.36E-06,12.5235,0.001566607,37.5705,-107.4231,37.5705,-65.83077,37.5705,94.70415,12.5235,0.000419643,12.5235,0.000850383,12.5235,6.37E-05,12.5235,0.0016214,37.5705,-99.95853,37.5705,-66.84801,37.5705,88.50355,87.353755,7.044158146,-99.124205,7.122724765,-66.17945,0.455087392
12.528,0.000389301,12.528,0.00058156,12.528,9.35E-07,12.528,0.001065645,37.584,-92.7325,37.584,-64.58846,37.584,80.89452,12.528,1.28E-06,12.528,0.001145578,12.528,0.000214772,12.528,0.000494312,37.584,-101.4156,37.584,-64.5256,37.584,91.26543,12.528,8.87E-06,12.528,9.49E-07,12.528,1.36E-06,12.528,0.00157204,37.584,-109.2638,37.584,-64.19006,37.584,97.02677,12.528,0.00042177,12.528,0.000848607,12.528,5.98E-05,12.528,0.001610547,37.584,-102.5124,37.584,-65.31523,37.584,91.4798,90.16663,6.732144818,-101.481075,6.78666072,-64.6548375,0.473724492
